,bbox_west,bbox_south,bbox_east,bbox_north
Cabonne_Towns_Millthorpe_2019_1_NIR_GM,149.1629039,-33.46334856,149.1999656,-33.42548374
Cabonne_Towns_Molong_2019_1_GM,148.8384849,-33.11402915,148.9081417,-33.06989292
Cabonne_Towns_Molong_2019_1_NIR_GM,148.8384849,-33.11402915,148.9081417,-33.06989292
Cabonne_Towns_Mullion_Creek_2019_1_GM,149.1027944,-33.16057739,149.1290509,-33.12657233
Cabonne_Towns_Mullion_Creek_2019_1_NIR_GM,149.1027944,-33.16057739,149.1290509,-33.12657233
Cabonne_Towns_Neville_2019_1_GM,149.1963432,-33.72390258,149.2384191,-33.70046289
Cabonne_Towns_Neville_2019_1_NIR_GM,149.1963432,-33.72390258,149.2384191,-33.70046289
Cabonne_Towns_Newbridge_2019_1_GM,149.3541115,-33.59506126,149.3812422,-33.5699702
Cabonne_Towns_Newbridge_2019_1_NIR_GM,149.3541115,-33.59506126,149.3812422,-33.5699702
Cabonne_Towns_Yeoval_2019_1_GM,148.6377797,-32.76352237,148.6595121,-32.73692407
Cabonne_Towns_Yeoval_2019_1_NIR_GM,148.6377797,-32.76352237,148.6595121,-32.73692407
Carrathool_2019_1_GM,145.4287154,-34.4130377,145.4413178,-34.40307558
Carrathool_2019_1_GM_NIR,145.4287154,-34.4130377,145.4413178,-34.40307558
Central_Coast_2019_1_GM,150.9256304,-33.64490785,151.5148357,-33.14785837
Central_Coast_2019_2_GM,151.2732616,-33.55066633,151.7607301,-32.88044513
Central_East_NSW_2019_1_GM,148.0795141,-33.99762612,149.9219397,-31.88448849
Cessnock_2019_1_GM,151.2898666,-32.86945465,151.3870066,-32.79675434
Charbon_2019_GM,149.9370589,-32.97313952,150.0205475,-32.87176878
Coolamon_2019_1_GM,147.1584884,-34.84170098,147.2324252,-34.78522204
Coolamon_2019_CIR_1_GM,147.1584884,-34.84170098,147.2324252,-34.78522204
Dubbo_2019_1_GM,148.4579768,-32.34738558,148.7934637,-32.14214687
Dubbo_2019_1_NIR_GM,148.4579768,-32.34738558,148.7934637,-32.14214687
EV_AlburyWodonga_2019_1_GM,146.6661072,-36.2894257,147.1495056,-35.88098349
EV_BerowraValley_2019_2_GM,150.8185959,-33.74784717,151.1921311,-33.5465453
EV_Braidwood_2019_1_GM,149.661597,-35.59290364,149.9252701,-35.30644019
EV_CentralCoast_2019_1_GM,151.2841415,-33.46381618,151.701622,-33.04119092
EV_CentralCoastLakeMacquarie_2019_1_GM,151.2913513,-33.38472812,151.6868593,-33.03543473
EV_CoffsHarbour_2019_1_GM,152.9890823,-30.47027908,153.2307816,-30.05275107
EV_Harrington_2019_1_GM,152.3024368,-32.10236487,152.7638626,-31.78538423
EV_KulnuraCentralMangrove_2019_1_GM,151.0853577,-33.33747113,151.392975,-33.09844453
EV_Maitland_2019_1_GM,151.3730621,-32.8366468,151.7685702,-32.57777413
EV_Newcastle_2019_1_GM,151.3840485,-33.08069244,151.8674473,-32.76706835
EV_PortMacquarie_2019_1_GM,152.6158905,-31.68819979,152.9454804,-31.3697609
EV_SydneyMetroArea_2019_1_GM,150.8268356,-34.08310239,151.2882614,-33.75488784
EV_SydneyMetroAreaBlock_2019_2_GM,150.8395386,-34.08339214,151.2789925,-33.75517329
EV_SydneyNorthEast_2019_2_GM,151.0843277,-33.91943627,151.3480003,-33.53567138
EV_SydneyWest_2019_2_GM,150.5662537,-33.92207878,150.9617621,-33.62977131
EV_WaggaWagga_2019_1_GM,147.2274395,-35.21568394,147.4911118,-34.99990988
EV_Wilberforce_2019_1_GM,150.598526,-33.64470511,151.0819247,-33.35146587
EV_YanunbeyanNationalPark_2019_1_GM,149.1308196,-35.64853168,149.526329,-35.50540009
Frinley_2019_1_GM,145.5361265,-35.66345364,145.619663,-35.62191404
Ganmain_2019_1_GM,147.0284117,-34.81925682,147.0710756,-34.76513292
Ganmain_2019_CIR_1_GM,147.0284117,-34.81925682,147.0710756,-34.76513292
Goolgowi_2019_1_GM,145.686669,-34.01085115,145.7284772,-33.95902635
Goolgowi_2019_1_GM_NIR,145.686669,-34.01085115,145.7284772,-33.95902635
Hillston_2019_1_GM,145.4923414,-33.52211896,145.5798775,-33.42889861
Hillston_2019_1_GM_NIR,145.4923414,-33.52211896,145.5798775,-33.42889861
Leeton_2019_1_GM,146.3675229,-34.60756652,146.4452166,-34.51368978
Leeton_2019_1_GM_NIR,146.3675229,-34.60756652,146.4452166,-34.51368978
Maitland_2019_1_GM,151.4659335,-32.89740971,151.8945817,-32.64568921
Marrar_2019_1_GM,147.3307637,-34.83910002,147.3882737,-34.81638657
Marrar_2019_CIR_1_GM,147.3307637,-34.83910002,147.3882737,-34.81638657
Marriwagga_2019_1_GM,145.6038419,-33.82402058,145.6350892,-33.79489635
Marriwagga_2019_1_GM_NIR,145.6038419,-33.82402058,145.6350892,-33.79489635
Matong_2019_1_GM,146.9043682,-34.77866409,146.9371699,-34.7606072
Matong_2019_CIR_1_GM,146.9043682,-34.77866409,146.9371699,-34.7606072
Murrumbidgee_2019_1_GM,145.1119729,-34.78881097,146.5767075,-33.95178796
Muswellbrook_2019_1_GM,150.8545627,-32.30385042,150.9303006,-32.23950355
Nambucca_2019_01_GM,152.8744615,-30.93140525,153.2283965,-29.94772038
Newcastle_2019_1_GM,151.5988166,-32.98656798,151.8408404,-32.76860088
Newcastle_2019_2_GM,151.5992429,-32.97304064,151.8325636,-32.78230572
Newcastle_2019_2_GM_NIR,151.5992429,-32.97304064,151.8325636,-32.78230572
NSWRoadCorridors_2019_10_GM,144.6028793,-34.75777077,146.5593847,-33.24768673
NSWRoadCorridors_2019_1_GM_NIR,148.9434322,-35.17275973,149.0741645,-34.8045938
NSWRoadCorridors_2019_2_GM,148.9434322,-35.17275973,149.0741645,-34.8045938
NSWRoadCorridors_2019_3_GM_NIR,142.1653744,-34.74420888,144.1483093,-34.16481412
NSWRoadCorridors_2019_4_GM,142.1653744,-34.74420888,144.1483093,-34.16481412
NSWRoadCorridors_2019_5_GM_NIR,143.8122222,-35.22197083,147.8065519,-34.46031614
NSWRoadCorridors_2019_6_GM,143.8122222,-35.22197083,147.8065519,-34.46031614
NSWRoadCorridors_2019_7_GM_NIR,146.9858985,-35.92378476,148.6017429,-33.93212002
NSWRoadCorridors_2019_8_GM,146.9858985,-35.92378476,148.6017429,-33.93212002
NSWRoadCorridors_2019_9_GM_NIR,144.6028793,-34.75777077,146.5593847,-33.24768673
Parkes_2019_CIR_GM,147.9839109,-33.22905032,148.2724869,-33.06459917
Parkes_2019_GM,147.9839109,-33.22905032,148.2724869,-33.06459917
ParkesRegional_2019_GM,147.5321507,-33.29043667,148.5230699,-32.35486119
ParkesRegional_CIR_2019_GM,147.5321507,-33.29043667,148.5230699,-32.35486119
Port_Stephens_2019_1_GM,151.5868496,-32.87903669,152.1943349,-32.57670739
Port_Stephens_2019_1_GM_NIR,151.5868496,-32.87903669,152.1943349,-32.57670739
Singleton_2019_1_GM,151.1272038,-32.58759709,151.2006013,-32.5144132
Sydney_2019_1_GM,150.9433806,-34.00427408,151.329046,-33.73304341
Sydney_2019_2_GM,150.8209447,-34.11166746,151.3624584,-33.55275411
Sydney_2019_3_GM,150.6013081,-33.82781088,150.9261256,-33.56223448
Sydney_2019_4_GM,150.5813351,-34.15039041,150.8990127,-34.01179611
Sydney_2019_5_GM,150.5970124,-34.01634587,150.9038758,-33.81292127
Tamworth_2019_3_GM,150.8172687,-31.43533166,151.3704339,-30.97620323
Tingha_2019_1_GM,150.9677533,-30.24339593,151.3426752,-29.88704984
Tocumwaly_2019_1_GM,145.5329038,-35.83922051,145.6168629,-35.7841559
Wagga_Wagga_2019_GM,147.3022289,-35.19908315,147.5000309,-35.00518364
Wellington_2019_1_GM,148.8745285,-32.64265562,149.0054126,-32.45217207
Wellington_2019_1_NIR_GM,148.8745285,-32.64265562,149.0054126,-32.45217207
Whitton_2019_1_GM,146.1749597,-34.52475571,146.1888581,-34.50824242
Whitton_2019_1_GM_NIR,146.1749597,-34.52475571,146.1888581,-34.50824242
Wollongong_2019_1_GM,150.6358119,-34.68965195,151.0671016,-34.05717524
Armidale_2018_GM,151.5819491,-30.55549344,151.7498871,-30.46341365
ARTC_N2N_Ext_North_2018_1_GM,149.4701397,-30.5379909,149.6672129,-30.42591611
ARTC_N2N_Ext_South_2018_1_GM,148.2196169,-32.33295928,148.3380734,-32.16041246
Bathurst_2018_1_GM_JPEG,149.1119896,-34.00536521,149.9249836,-32.94348303
Bathurst_2018_2_CIR_GM,149.4931109,-33.50269058,149.6895864,-33.35643264
Bathurst_2018_2_GM,149.4931109,-33.50269058,149.6895864,-33.35643264
Bowral_2018_GM_NIR_JPEG,150.350742,-34.58585002,150.4868706,-34.40290986
EV_BadgerysCreek_2018_1_GM,150.6575775,-33.92742625,150.7894141,-33.83620138
EV_Blacktown_2018_1_GM,150.7152557,-33.87340765,151.0887928,-33.70891869
EV_BlueMountains_2018_1_GM,150.1422501,-33.79170681,150.4938127,-33.40737044
EV_BlueMountains_2018_2_GM,150.2727127,-33.78663692,150.5583583,-33.60375394
EV_BrokenBay_2018_1_GM,151.1141968,-33.6778315,151.3558965,-33.54969277
EV_Camden_2018_1_GM,150.5703735,-34.20939073,150.7901148,-33.79041852
EV_Campbelltown_2018_1_GM,150.7375717,-34.21668807,150.9792752,-33.98009342
EV_CentralCoastCouncilDharugNationalPark_2018_1_GM,150.8841705,-33.48057994,151.3016512,-33.33368355
EV_Gorokan_2018_1_GM,151.4612961,-33.28118016,151.5272142,-33.22605187
EV_Gorokan_2018_2_GM,151.4520264,-33.26912475,151.5179444,-33.23236993
EV_Gosford_2018_1_GM,151.2522125,-33.58059088,151.4939118,-33.32393042
EV_Katoomba_2018_1_GM,150.2407837,-33.7854647,150.4385392,-33.65749547
EV_Kiama_2018_1_GM,150.5525208,-34.80704249,150.8821107,-34.535975
EV_KirraminglyNatureReserve_2018_1_GM,149.6169654,-29.7584389,149.7707748,-29.66299609
EV_KirraminglyNatureReserve_2018_2_GM,149.6640014,-29.72562948,149.7244263,-29.69222825
EV_KuRingGaiChaseNationalPark_2018_1_GM,151.1141968,-33.69609695,151.3558965,-33.54969277
EV_Lithgow_2018_1_GM,150.0680923,-33.68549681,150.3317643,-33.39246607
EV_Liverpool_2018_1_GM,150.7046127,-34.00272308,151.0781498,-33.83848276
EV_MangroveMountain_2018_1_GM,151.0826111,-33.35007584,151.2913514,-33.23983613
EV_ManneringPark_2018_1_GM,151.2522125,-33.44633945,151.6916657,-33.02363336
EV_MarramarraNationalPark_2018_1_GM,150.9068298,-33.57806344,151.3243104,-33.45894275
EV_Nattai_2018_1_GM,150.4062653,-34.29891966,150.5161346,-33.95332796
EV_Newcastle_2018_1_GM,151.4128876,-33.08409359,151.8523412,-32.77053259
EV_OlneyStateForest_2018_1_GM,151.1159134,-33.28409443,151.4674761,-32.95279197
EV_Parramatta_2018_1_GM,150.9538651,-33.85218723,151.0857019,-33.74261278
EV_Picton_2018_1_GM,150.5473709,-34.35619243,150.90992,-33.90148154
EV_Richmond_2018_1_GM,150.5748367,-33.85165865,150.9923176,-33.37583895
EV_SutherlandShire_2018_1_GM,150.943222,-34.22572067,151.272812,-33.97098272
EV_SydneyMetroArea_2018_1_GM,151.0287094,-34.00634054,151.314354,-33.78742253
EV_SydneyNorth_2018_1_GM,151.0441589,-33.83427555,151.3517761,-33.65149409
EV_SydneyNorthBlock_2018_1_GM,151.0311127,-33.82858396,151.3387299,-33.66406793
EV_SydneyNorthWest_2018_1_GM,150.8220291,-33.7475617,151.1955643,-33.54625917
EV_SydneySouth_2018_1_GM,151.0221863,-33.97558716,151.2419134,-33.8296421
EV_Syndey_2018_1_GM,151.0256195,-34.01060954,151.3112641,-33.79170249
EV_Thirlmere_2018_1_GM,150.4701233,-34.35279791,150.6239333,-33.89806198
EV_WaggaWagga_2018_1_GM,146.79245,-35.21785805,147.7812195,-34.84001324
EV_Warragamba_2018_1_GM,150.5696869,-34.12772552,150.6575882,-33.78143022
EV_Wollongong_2018_1_GM,150.6050491,-34.69251709,150.9566117,-34.3848127
EV_Wollongong_2018_2_GM,150.7911301,-34.45844841,151.0767746,-34.16806778
EV_WyongGorokan_2018_1_GM,151.4520264,-33.27945806,151.5179445,-33.22432869
Guyra_2018_GM,151.6276379,-30.27511848,151.7122154,-30.17514872
Lismore_2018_1_GM_JPEG,153.0716704,-29.07193453,153.4508038,-28.51240863
MegaLongValley_2018_GM_JPEG,150.1586778,-33.81543466,150.2825797,-33.65916005
Mount_Pleasant_2018_GM_JPEG,150.7677484,-32.31325569,150.8895017,-32.18590668
Newcastle_2018_1_GM_JPEG,151.6010335,-32.96751737,151.829137,-32.78410817
Newcastle_2018_2_GM,151.5883377,-32.98200532,151.8356758,-32.77311012
Penrith_2018_CIR_GM,150.6700136,-33.88280689,150.7951953,-33.66955622
Penrith_2018_GM,150.6700136,-33.88280689,150.7951953,-33.66955622
Singleton_2018_GM,150.5121677,-33.06534169,151.5205107,-32.19070677
Sydney_2018_2_GM_JPEG,150.553233,-34.55764859,151.351689,-33.36864864
Sydney_2018_3_GM_CIR_JPEG,150.9801722,-34.02039227,151.3268385,-33.63048032
Sydney_2018_3_GM_JPEG,150.9801722,-34.02039227,151.3268385,-33.63048032
Tamworth_2018_3_GM,150.817219,-31.18913628,151.0982971,-30.9765639
Tweed_Shire_2018_GM_JPEG,153.1020443,-28.54625795,153.5913574,-28.15298335
Wingecarribee_2018_1_GM,149.9563438,-34.77808153,150.7610593,-34.20209118
Armidale_2023_1_GM,151.6791811,-30.60650678,151.7858149,-30.16875824
Armidale_2023_1_GM_CIR,151.6791811,-30.60650678,151.7858149,-30.16875824
Armidale_2023_2_GM,151.5397988,-30.60542787,151.6846744,-30.16814717
Armidale_2023_3_GM_CIR,151.5397988,-30.60542787,151.6846744,-30.16814717
ARTC_N2NS_SP1_Stage1_Z55_2023_1_GM,149.7866395,-30.27747082,149.821428,-29.819063
ARTC_N2NS_SP1_Stage2_Z55_2023_2_GM,149.7871152,-29.84164857,149.852314,-29.53361405
ARTC_N2NS_SP1_Stage3_Z55_2023_4_GM,149.9313796,-29.40915756,150.0191497,-29.39115264
ARTC_N2NS_SP1_Stage3_Z56_2023_5_GM,149.929225,-29.40915756,150.3958704,-28.90734491
ARTC_N2NS_SP2_Z55_2023_3_GM,149.8408263,-29.5473857,149.9678571,-29.38673816
Ballina_Byron_Lismore_2023_1_GM,153.2040533,-28.90084288,153.6422569,-28.52352368
Ballina_Byron_Lismore_2023_1_GM_CIR,153.2040533,-28.90084288,153.6422569,-28.52352368
Ballina_Byron_Lismore_2023_2_GM,153.4711711,-28.5291843,153.572287,-28.41600655
Ballina_Byron_Lismore_2023_2_GM_CIR,153.4711711,-28.5291843,153.572287,-28.41600655
Ballina_Byron_Lismore_2023_3_GM,153.4456034,-28.7460749,153.6457229,-28.41703052
Ballina_Byron_Lismore_2023_3_GM_CIR,153.4456034,-28.7460749,153.6457229,-28.41703052
Ballina_Byron_Lismore_2023_4_GM,153.2097318,-28.89753558,153.6176779,-28.7441512
Ballina_Byron_Lismore_2023_4_GM_CIR,153.2097318,-28.89753558,153.6176779,-28.7441512
BatemansBay_2023_1_GM,150.1111961,-35.88262677,150.2690429,-35.64612041
Bathurst_2023_1_GM,149.4934315,-33.47125823,149.682859,-33.35585842
Bathurst_2023_1_GM_CIR,149.4934315,-33.47125823,149.682859,-33.35585842
Bathurst_2023_3_GM,149.1139195,-34.03345624,149.9702544,-32.94266866
Bathurst_2023_3_GM_CIR,149.1139195,-34.03345624,149.9702544,-32.94266866
Bethungra_2023_1_GM,147.8587958,-34.76569555,147.8682293,-34.76304828
BoganGate_Ivanhoe_2023_1_GM,144.1415435,-33.02609547,145.0219639,-32.88722081
BoganGate_Ivanhoe_2023_2_GM,145.0199961,-33.06184081,145.9328834,-32.98184679
BoganGate_Ivanhoe_2023_3_GM,145.9322611,-33.06006973,146.859615,-32.99069829
BoganGate_Ivanhoe_2023_5_GM,146.8581692,-33.13810048,147.7555334,-33.03624568
Braunstone_2023_1_GM,152.9463733,-29.81313952,152.9724061,-29.78710843
BrokenHill_2023_2_GM,141.3779269,-32.03845509,141.5727149,-31.87366909
BrokenHill_2023_2_GM_CIR,141.3779269,-32.03845509,141.5727149,-31.87366909
Bulliac_2023_1_GM,152.0190337,-31.92325833,152.0504596,-31.9085493
CalderwoodValley_2023_1_GM,150.724537,-34.580054,150.7629148,-34.54193865
CalderwoodValley_2023_1_GM_CIR,150.724537,-34.580054,150.7629148,-34.54193865
Camden_2023_5_GM,150.5666034,-34.14429065,150.5900827,-33.91666034
Camden_2023_5_GM_CIR,150.5666034,-34.14429065,150.5900827,-33.91666034
Camden_2023_6_GM,150.5813609,-34.14568783,150.6622449,-33.90584208
Camden_2023_6_GM_CIR,150.5813609,-34.14568783,150.6622449,-33.90584208
Camden_2023_7_GM,150.7965217,-34.10976735,150.8613359,-33.91419775
Camden_2023_7_GM_CIR,150.7965217,-34.10976735,150.8613359,-33.91419775
Camden_2023_8_GM,150.6524689,-34.14456103,150.8026121,-33.91152039
Camden_2023_8_GM_CIR,150.6524689,-34.14456103,150.8026121,-33.91152039
CoffsHarbour_2023_1_GM,153.0244101,-30.39988901,153.218312,-30.01970607
Cootamundra_2023_1_GM,147.8470464,-34.77111541,148.0321491,-34.64245651
Cootamundra_2023_2_GM,147.8566381,-34.62815454,148.0325109,-34.48917977
Cootamundra_2023_3_GM,148.0191542,-34.64691776,148.3121606,-34.51295251
Cootamundra_2023_4_GM,148.3106443,-34.61274444,148.5707495,-34.52721574
Coramba_2023_1_GM,153.0134792,-30.23710162,153.0294812,-30.21947806
Corowa_2023_1_GM,146.3252412,-36.09156177,146.5057328,-35.95647837
Cowra_2023_1_GM,148.6289507,-33.87149292,148.7241765,-33.78532174
Craven_2023_1_GM,151.9313304,-32.16745471,151.9577921,-32.12918216
Cunningar_2023_1_GM,148.4131932,-34.5609476,148.4250217,-34.55613282
Dubbo_2023_1_GM,148.5200852,-32.30487285,148.7090065,-32.19076649
Dubbo_2023_2_GM_CIR,148.5200852,-32.30487285,148.7090065,-32.19076649
Eden_2023_2_GM,149.8335596,-37.14090101,149.9827124,-37.00622405
Glenlee_2023_1_GM,150.73939,-34.09067382,150.7690398,-34.07545692
Goulburn_2023_2_GM,149.638504,-34.82889886,150.2491401,-34.65956911
Goulburn_2023_2_GM_CIR,149.638504,-34.82889886,150.2491401,-34.65956911
Goulburn_2023_3_GM,150.1990929,-34.56016437,150.6220427,-34.37087975
Goulburn_2023_4_GM,149.6755138,-34.79395997,150.468614,-34.55242739
Grafton_2023_2_GM,152.8650815,-29.74224921,153.0063322,-29.613719
Gunningbland_2023_1_GM,147.910604,-33.13917303,147.9222337,-33.1305884
Holsworthy_2023_3_GM,150.7797056,-34.31680499,150.9810678,-34.08030358
Holsworthy_2023_3_GM_CIR,150.7797056,-34.31680499,150.9810678,-34.08030358
Ivanhoe_Menindee_2023_1_GM,143.7179206,-32.92907766,144.3220518,-32.85545591
Ivanhoe_Menindee_2023_2_GM,142.416526,-32.4464112,142.5798498,-32.3827328
Ivanhoe_Menindee_2023_3_GM,143.2836179,-32.8619538,143.7194277,-32.72908861
Ivanhoe_Menindee_2023_4_GM,142.5683457,-32.73583187,143.2838721,-32.44623004
Ivanhoe_Menindee_2023_5_GM,142.416526,-32.4464112,142.5798498,-32.3827328
Ivanhoe_Menindee_2023_6_GM,142.5683457,-32.73583187,143.2838721,-32.44623004
Ivanhoe_Siding_2023_1_GM,144.2774842,-32.91915349,144.320291,-32.90785343
Jerrawa_2023_1_GM,149.0794932,-34.78911923,149.0932897,-34.78047596
Kaleentha_Siding_2023_1_GM,143.0074905,-32.62285635,143.0329301,-32.61195207
Katoomba_2023_1_GM,150.1833746,-33.68302366,150.351526,-33.51978232
Katoomba_2023_2_GM,150.2166536,-33.76994154,150.6151936,-33.63979471
Kempsey_2023_2_GM,152.7252556,-31.21150531,153.104465,-30.84662177
Kiactoo_2023_1_GM,146.8136855,-33.03976644,146.8504493,-33.03146012
Kiama_2023_1_GM,150.7233854,-34.77797772,150.917166,-34.56850335
Kiama_2023_1_GM_CIR,150.7233854,-34.77797772,150.917166,-34.56850335
Kinalung_2023_1_GM,141.9438162,-32.07004715,141.9808904,-32.04688636
Kyaran_2023_1_GM,152.9583872,-29.59316302,152.9878999,-29.57068773
Lithgow_2023_1_GM,150.0040628,-33.54995259,150.215678,-33.3516079
Matakana_2023_1_GM,145.8946065,-32.99623217,145.9270772,-32.98733456
Menindee_2023_1_GM,142.4137042,-32.39182077,142.434882,-32.38452509
Menindee_BrokenHill_2023_10_GM,141.7046439,-31.98673673,141.8200082,-31.91999494
Menindee_BrokenHill_2023_3_GM,141.4457862,-31.97934733,141.6336344,-31.89610993
Menindee_BrokenHill_2023_4_GM,141.7046439,-31.98673673,141.8200082,-31.91999494
Menindee_BrokenHill_2023_5_GM,141.8170355,-32.1602443,142.1496143,-31.97832677
Menindee_BrokenHill_2023_6_GM,142.1420575,-32.39776611,142.4369704,-32.15436483
Menindee_BrokenHill_2023_7_GM,141.62616,-31.9267587,141.7099287,-31.90596574
Menindee_BrokenHill_2023_8_GM,141.4457862,-31.97934733,141.6336344,-31.89610993
Menindee_BrokenHill_2023_9_GM,141.62616,-31.9267587,141.7099287,-31.90596574
Mount_George_2023_1_GM,152.1711282,-31.89647548,152.201103,-31.87670926
Murrumbidgee_2023_2_GM,145.1223545,-34.77828857,146.6426696,-33.96375141
Murrumbidgee_2023_2_GM_CIR,145.1223545,-34.77828857,146.6426696,-33.96375141
Muswellbrook_2023_1_GM,150.8445819,-32.33327348,150.9410845,-32.20062025
Muswellbrook_2023_1_GM_CIR,150.8445819,-32.33327348,150.9410845,-32.20062025
Newcastle_2023_13_GM,151.5190078,-33.10355428,151.7749935,-32.53715102
Newcastle_2023_17_GM,151.7509136,-32.96070027,151.9052388,-32.53808084
Newcastle_2023_17_GM_CIR,151.7509136,-32.96070027,151.9052388,-32.53808084
Newcastle_2023_19_GM,151.2719726,-33.09999009,151.5318464,-32.57548695
Newcastle_2023_4_GM,151.2719187,-33.09627138,151.4586192,-32.57557438
Newcastle_2023_4_GM_CIR,151.2719187,-33.09627138,151.4586192,-32.57557438
Newcastle_2023_5_GM,151.6049229,-33.10055088,151.8203044,-32.54287082
Newcastle_2023_5_GM_CIR,151.6049229,-33.10055088,151.8203044,-32.54287082
Newcastle_2023_6_GM,151.4496026,-33.09987418,151.9034571,-32.54491609
Newcastle_2023_6_GM_CIR,151.4496026,-33.09987418,151.9034571,-32.54491609
Newcastle_2023_8_GM,151.5532459,-32.99431816,151.8629709,-32.74998446
Newcastle_2023_8_GM_CIR,151.5532459,-32.99431816,151.8629709,-32.74998446
Newcastle_2023_9_GM,151.7948604,-32.89519802,151.9063529,-32.53836083
Nowra_2023_1_GM,150.5131401,-34.99093496,150.6782741,-34.79609319
Nowra_2023_1_GM_CIR,150.5131401,-34.99093496,150.6782741,-34.79609319
Oaklands_Siding_2023_1_GM,146.1473864,-35.56361326,146.1852485,-35.53735779
Orange_2023_1_GM,149.0296458,-33.3381837,149.1636685,-33.22004711
Parkes_2023_2_GM,148.019337,-33.18369428,148.2310485,-33.06918231
Parkes_2023_2_GM_CIR,148.019337,-33.18369428,148.2310485,-33.06918231
Parkes_BoganGate_2023_3_GM,147.7287546,-33.12889026,147.8562027,-33.07905026
Parkes_BoganGate_2023_4_GM,147.8554399,-33.14733922,147.9922363,-33.10896044
Parkes_BoganGate_2023_5_GM,147.989886,-33.15641481,148.1563266,-33.12054524
PortMacquarie_2023_1_GM,152.6396645,-31.51395509,152.9464839,-31.37568589
PortStephens_2023_1_GM,151.983808,-32.80940477,152.2157486,-32.63000438
Singleton_2023_1_GM,151.0939858,-32.63329021,151.2210169,-32.50364153
Singleton_2023_1_GM_CIR,151.0939858,-32.63329021,151.2210169,-32.50364153
Stroud_Hill_2023_1_GM,151.8117995,-32.38406787,151.8262155,-32.37692937
Sydney_2023_10_GM,150.6821625,-33.74614046,150.8509434,-33.4945914
Sydney_2023_10_GM_CIR,150.6821625,-33.74614046,150.8509434,-33.4945914
Sydney_2023_11_GM,150.49876,-34.14266709,150.5969499,-33.91099963
Sydney_2023_11_GM_CIR,150.49876,-34.14266709,150.5969499,-33.91099963
Sydney_2023_12_GM,150.7809768,-34.14603183,151.0157078,-33.93703979
Sydney_2023_12_GM_CIR,150.7809768,-34.14603183,151.0157078,-33.93703979
Sydney_2023_13_GM,150.5714108,-33.9612443,150.9350203,-33.72148987
Sydney_2023_13_GM_CIR,150.5714108,-33.9612443,150.9350203,-33.72148987
Sydney_2023_14_GM,150.8060852,-33.74821564,150.8470999,-33.49270582
Sydney_2023_14_GM_CIR,150.8060852,-33.74821564,150.8470999,-33.49270582
Sydney_2023_15_GM,150.8408131,-33.74887293,151.0913767,-33.49085791
Sydney_2023_15_GM_CIR,150.8408131,-33.74887293,151.0913767,-33.49085791
Sydney_2023_16_GM,151.0833822,-33.74920888,151.3605846,-33.55941738
Sydney_2023_16_GM_CIR,151.0833822,-33.74920888,151.3605846,-33.55941738
Sydney_2023_1_GM,151.0869029,-33.74624915,151.3509064,-33.56227794
Sydney_2023_1_GM_CIR,151.0869029,-33.74624915,151.3509064,-33.56227794
Sydney_2023_21_GM,150.770736,-34.14633888,151.0010341,-33.93401881
Sydney_2023_21_GM_CIR,150.770736,-34.14633888,151.0010341,-33.93401881
Sydney_2023_22_GM,150.9976764,-34.10982814,151.2383731,-33.96490992
Sydney_2023_22_GM_CIR,150.9976764,-34.10982814,151.2383731,-33.96490992
Sydney_2023_25_GM,150.5688068,-33.95784931,150.6617667,-33.72172973
Sydney_2023_26_GM,150.655311,-33.9594573,150.7475161,-33.72185968
