,bbox_west,bbox_south,bbox_east,bbox_north
Sydney_2023_27_GM,150.7371286,-33.96278062,150.9489496,-33.72116325
Sydney_2023_28_GM,150.5905052,-33.74720286,150.7417339,-33.49258612
Sydney_2023_2_GM,150.5640979,-33.9592399,150.9483922,-33.72754554
Sydney_2023_2_GM_CIR,150.5640979,-33.9592399,150.9483922,-33.72754554
Sydney_2023_30_GM,150.7250999,-33.74653507,150.864852,-33.49026586
Sydney_2023_34_GM,150.8317436,-33.74129944,151.1037995,-33.51542151
Sydney_2023_35_GM,150.8317612,-33.51795594,150.9806246,-33.49512681
Sydney_2023_36_GM,150.930447,-33.99033547,151.0492184,-33.72012621
Sydney_2023_36_GM_CIR,150.930447,-33.99033547,151.0492184,-33.72012621
Sydney_2023_37_GM,151.0398948,-34.02473669,151.3225951,-33.7223082
Sydney_2023_37_GM_CIR,151.0398948,-34.02473669,151.3225951,-33.7223082
Sydney_2023_39_GM,150.9202179,-34.00695344,151.3279319,-33.72340623
Sydney_2023_3_GM,150.6010196,-33.73404127,151.0281528,-33.50016381
Sydney_2023_3_GM_CIR,150.6010196,-33.73404127,151.0281528,-33.50016381
Sydney_2023_40_GM,150.5871281,-33.740192,150.7940834,-33.57838091
Sydney_2023_40_GM_CIR,150.5871281,-33.740192,150.7940834,-33.57838091
Sydney_2023_41_GM,150.5753752,-33.84530503,150.7940683,-33.73609745
Sydney_2023_41_GM_CIR,150.5753752,-33.84530503,150.7940683,-33.73609745
Sydney_2023_42_GM,150.528288,-34.01305329,150.8639646,-33.9212054
Sydney_2023_42_GM_CIR,150.528288,-34.01305329,150.8639646,-33.9212054
Sydney_2023_43_GM,150.6216429,-33.5881328,150.7937023,-33.49192932
Sydney_2023_43_GM_CIR,150.6216429,-33.5881328,150.7937023,-33.49192932
Sydney_2023_44_GM,150.7691031,-33.74107428,150.983579,-33.70097472
Sydney_2023_44_GM_CIR,150.7691031,-33.74107428,150.983579,-33.70097472
Sydney_2023_4_GM,150.913684,-33.99634478,151.3264263,-33.71578216
Sydney_2023_4_GM_CIR,150.913684,-33.99634478,151.3264263,-33.71578216
Sydney_2023_7_GM,151.152844,-34.03563471,151.3119522,-33.71963592
Sydney_2023_7_GM_CIR,151.152844,-34.03563471,151.3119522,-33.71963592
Sydney_2023_8_GM,150.9892968,-34.11123947,151.2454293,-33.96929121
Sydney_2023_8_GM_CIR,150.9892968,-34.11123947,151.2454293,-33.96929121
Sydney_2023_9_GM,150.5982654,-33.74322982,150.6892893,-33.4991439
Sydney_2023_9_GM_CIR,150.5982654,-33.74322982,150.6892893,-33.4991439
Tamworth_2023_1_GM,150.8149493,-31.18306984,150.9997975,-30.98944051
Tamworth_2023_1_GM_CIR,150.8149493,-31.18306984,150.9997975,-30.98944051
Tronox_2023_2_GM,144.1528874,-32.92238431,144.2819442,-32.89016993
TweedHeads_2023_1_GM,153.3495111,-28.427719,153.605328,-28.15111553
TweedHeads_2023_1_GM_CIR,153.3495111,-28.427719,153.605328,-28.15111553
TweedHeads_2023_3_GM,153.355186,-28.2312898,153.5927891,-28.15059388
TweedHeads_2023_3_GM_CIR,153.355186,-28.2312898,153.5927891,-28.15059388
TweedHeads_2023_4_GM,153.3496878,-28.42785347,153.5916413,-28.2257885
TweedHeads_2023_4_GM_CIR,153.3496878,-28.42785347,153.5916413,-28.2257885
Ulladulla_2023_1_GM,150.3825243,-35.44385104,150.6556656,-34.96626048
Ulladulla_2023_1_GM_CIR,150.3825243,-35.44385104,150.6556656,-34.96626048
WaggaWagga_2023_2_GM,147.2669809,-35.21260292,147.5027123,-35.03142166
Wallenbeen_2023_1_GM,148.1485972,-34.53043152,148.1641689,-34.51672591
Werris_Creek_2023_1_GM,150.6245968,-31.37209083,150.6583085,-31.32988662
WestGoulburn_GapCreek_2023_1_GM,149.0310831,-34.79396206,149.3112119,-34.74498402
WestGoulburn_GapCreek_2023_2_GM,149.3083966,-34.79851325,149.6844557,-34.75198783
Willandra_Siding_2023_1_GM,144.9891216,-33.02495499,145.0209543,-33.01221988
Wollongong_2023_2_GM,150.630397,-34.59086672,151.0536532,-34.08935863
Wollongong_2023_2_GM_CIR,150.630397,-34.59086672,151.0536532,-34.08935863
Wollongong_2023_4_GM,150.6963252,-34.60204569,151.1663624,-34.09194843
Wollongong_2023_4_GM_CIR,150.6963252,-34.60204569,151.1663624,-34.09194843
Wollongong_2023_5_GM,150.6265107,-34.58923038,151.0584199,-34.07941039
Wollongong_2023_5_GM_CIR,150.6265107,-34.58923038,151.0584199,-34.07941039
Armidale_2024_1_GM,151.5423517,-30.61006967,151.7841761,-30.16647968
BallinaByronLismore_2024_1_GM,153.4531096,-28.74007089,153.6477544,-28.42027378
BallinaByronLismore_2024_1_GM_CIR,153.4531096,-28.74007089,153.6477544,-28.42027378
BallinaByronLismore_2024_2_GM,153.2193493,-28.79166759,153.6117665,-28.74356002
BallinaByronLismore_2024_2_GM_CIR,153.2193493,-28.79166759,153.6117665,-28.74356002
BallinaByronLismore_2024_4_GM,153.2046645,-28.9005569,153.6166386,-28.7307177
BallinaByronLismore_2024_7_GM,153.2068326,-28.90056884,153.6352329,-28.71235937
BallinaByronLismore_2024_7_GM_CIR,153.2068326,-28.90056884,153.6352329,-28.71235937
BallinaByronLismore_2024_8_GM,153.4437868,-28.71311442,153.6536596,-28.41615321
BallinaByronLismore_2024_8_GM_CIR,153.4437868,-28.71311442,153.6536596,-28.41615321
BatemansBay_2024_1_GM,150.1128661,-35.88184192,150.2683437,-35.64807041
Bathurst_2024_1_GM,149.4990976,-33.4691533,149.648351,-33.35039954
Bathurst_2024_2_GM,149.4990976,-33.4691533,149.648351,-33.35039954
Bathurst_2024_3_GM,149.4744896,-33.5217907,149.7087681,-33.3393011
Bathurst_2024_4_GM,149.4744896,-33.5217907,149.7087681,-33.3393011
BrokenHill_2024_1_GM,141.3779924,-32.03683389,141.5724383,-31.87291477
BrokenHill_2024_1_GM_CIR,141.3779924,-32.03683389,141.5724383,-31.87291477
Calderwood_2024_1_GM,150.7248881,-34.57975251,150.7642065,-34.53887666
CentralCoast_2024_1_GM,151.3167772,-33.32316479,151.6456897,-33.13865747
CentralCoast_2024_2_GM,151.3787485,-33.1548441,151.6756183,-33.08468139
Central_Coast_2024_3_GM,151.016975,-33.58897533,151.461213,-33.42191939
CentralCoast_2024_3_GM,151.3056862,-33.33067976,151.5755191,-33.29833744
Central_Coast_2024_3_GM_CIR,151.016975,-33.58897533,151.461213,-33.42191939
Central_Coast_2024_4_GM,150.9784603,-33.43457466,151.4821263,-33.39541253
CentralCoast_2024_4_GM,151.2679493,-33.36145809,151.5366988,-33.31664273
Central_Coast_2024_5_GM,150.9673433,-33.41827169,151.6391359,-33.18547124
CentralCoast_2024_5_GM,151.1575777,-33.50299011,151.5118673,-33.35320421
CentralCoast_2024_6_GM,151.1328055,-33.57583446,151.437688,-33.49886757
CoffsHarbour_2024_1_GM,152.9756075,-30.45821643,153.1330808,-30.15690652
CoffsHarbour_2024_3_GM,153.1220903,-30.33348999,153.2378476,-29.96866549
CoffsHarbour_2024_3_GM_CIR,153.1220903,-30.33348999,153.2378476,-29.96866549
Corowa_2024_1_GM,146.3267045,-36.08990542,146.5051259,-35.95337339
Corowa_2024_1_GM_CIR,146.3267045,-36.08990542,146.5051259,-35.95337339
Cowra_2024_1_GM,148.6287839,-33.87281329,148.724302,-33.78454852
Cowra_2024_1_GM_CIR,148.6287839,-33.87281329,148.724302,-33.78454852
Dubbo_2024_1_GM,148.5234466,-32.30443277,148.7076121,-32.19275427
Dubbo_2024_1_GM_CIR,148.5234466,-32.30443277,148.7076121,-32.19275427
Federation_2024_1_GM,145.9440828,-36.05106067,146.7108728,-34.8734311
Goulburn_2024_1_GM,150.5436547,-34.1636811,150.9723838,-34.0903739
Goulburn_2024_3_GM,150.4346876,-34.3550079,150.6687427,-34.30024671
Goulburn_2024_4_GM,150.4152857,-34.37781078,150.6291511,-34.34970016
Goulburn_2024_4_GM_CIR,150.4152857,-34.37781078,150.6291511,-34.34970016
Goulburn_SouthernHighlands_2024_1_GM,149.6333949,-34.85363757,150.4140717,-34.56847129
Goulburn_SouthernHighlands_2024_2_GM,150.3284471,-34.61832025,150.6382263,-34.35665957
Grafton_2024_2_GM,152.8652704,-29.74460731,153.0070135,-29.6152094
Grafton_2024_2_GM_CIR,152.8652704,-29.74460731,153.0070135,-29.6152094
Griffith_2024_2_GM,145.9899435,-34.35016019,146.1213161,-34.2305994
Griffith_2024_2_GM_CIR,145.9899435,-34.35016019,146.1213161,-34.2305994
Holsworthy_2024_1_GM,150.7890704,-34.23210385,150.8676409,-34.12976056
Howlong_2024_1_GM,146.6020784,-35.99762178,146.6646729,-35.96268198
Howlong_2024_1_GM_CIR,146.6020784,-35.99762178,146.6646729,-35.96268198
Katoomba_2024_1_GM,150.1851859,-33.7671784,150.6143145,-33.52194423
Kempsey_2024_2_GM,152.7275194,-31.21160324,153.0987303,-30.84805105
Kempsey_2024_2_GM_CIR,152.7275194,-31.21160324,153.0987303,-30.84805105
Kiama_2024_1_GM,150.7234854,-34.77791434,150.9175934,-34.56774056
Kiama_2024_1_GM_CIR,150.7234854,-34.77791434,150.9175934,-34.56774056
Lithgow_2024_1_GM,150.0036327,-33.55020345,150.2160194,-33.35145146
Moree_2024_1_GM,149.7469079,-29.56901089,149.9615758,-29.36084911
Mulwala_2024_1_GM,145.9542701,-36.02404294,146.0470402,-35.95833207
Mulwala_2024_1_GM_CIR,145.9542701,-36.02404294,146.0470402,-35.95833207
Mulwala_2024_2_GM,145.9565551,-36.0235204,146.0436546,-35.9582654
Muswellbrook_2024_1_GM,150.8472732,-32.3344489,150.9442498,-32.19933991
Newcastle_2024_12_GM,151.6402572,-33.10480104,151.9032336,-32.53670861
Newcastle_2024_12_GM_CIR,151.6402572,-33.10480104,151.9032336,-32.53670861
Newcastle_2024_13_GM,151.3426457,-33.10440754,151.6491439,-32.53659215
Newcastle_2024_13_GM_CIR,151.3426457,-33.10440754,151.6491439,-32.53659215
Newcastle_2024_14_GM,151.2718843,-32.9061342,151.3489657,-32.57513406
Newcastle_2024_14_GM_CIR,151.2718843,-32.9061342,151.3489657,-32.57513406
Newcastle_2024_2_GM,151.2703202,-33.10440229,151.5829288,-32.57469656
Newcastle_2024_3_GM,151.5686926,-33.10589535,151.907094,-32.53480722
Newcastle_2024_4_GM,151.5643885,-33.10508769,151.6783855,-32.53517106
Newcastle_2024_5_GM,151.4909026,-32.84211806,151.5333445,-32.65073154
Newcastle_2024_6_GM,151.4501393,-33.10248566,151.529219,-32.84118828
Nowra_2024_2_GM,150.5315055,-34.99163406,150.6503449,-34.79720401
Nowra_2024_2_GM_CIR,150.5315055,-34.99163406,150.6503449,-34.79720401
Oaklands_2024_1_GM,146.1414694,-35.57863597,146.1855156,-35.53161346
Oaklands_2024_1_GM_CIR,146.1414694,-35.57863597,146.1855156,-35.53161346
Orange_2024_1_GM,149.0283453,-33.3355846,149.1622679,-33.22238745
Parkes_2024_1_GM,148.0325363,-33.18383813,148.2197981,-33.06943421
Parkes_2024_1_GM_CIR,148.0325363,-33.18383813,148.2197981,-33.06943421
Penrith_2024_1_GM,150.7151377,-33.76946205,150.7630354,-33.70349836
PortMacquarie_2024_1_GM,152.6381186,-31.51306569,152.9524348,-31.37874328
PortMacquarie_2024_1_GM_CIR,152.6381186,-31.51306569,152.9524348,-31.37874328
PortMacquarie_2024_3_GM,152.6415278,-31.46441359,152.9390824,-31.3841981
PortMacquarie_2024_4_GM,152.6414902,-31.58936184,152.9469845,-31.42782513
Port_Stephens_2024_1_GM,151.9846631,-32.79528515,152.2122781,-32.62897404
SanctuaryPoint_2024_1_GM,150.5232539,-35.23315048,150.7316571,-34.97089848
SanctuaryPoint_2024_1_GM_CIR,150.5232539,-35.23315048,150.7316571,-34.97089848
Singleton_2024_2_GM,151.0922994,-32.6385748,151.2218848,-32.50127063
Singleton_2024_2_GM_CIR,151.0922994,-32.6385748,151.2218848,-32.50127063
Sydney_2024_10_GM,150.8360751,-34.00780569,151.0049075,-33.94455442
Sydney_2024_10_GM_CIR,150.8360751,-34.00780569,151.0049075,-33.94455442
Sydney_2024_11_GM,150.8334677,-34.10477801,151.0039931,-34.00207618
Sydney_2024_11_GM_CIR,150.8334677,-34.10477801,151.0039931,-34.00207618
Sydney_2024_12_GM,150.9856911,-34.10656634,151.2381688,-33.96861935
Sydney_2024_12_GM_CIR,150.9856911,-34.10656634,151.2381688,-33.96861935
Sydney_2024_13_GM,150.7767389,-33.73880106,151.3468013,-33.55831556
Sydney_2024_13_GM_CIR,150.7767389,-33.73880106,151.3468013,-33.55831556
Sydney_2024_14_GM,150.7706635,-33.74145183,150.9799802,-33.49286972
Sydney_2024_17_GM,150.5140609,-34.04108729,150.8661892,-33.50397362
Sydney_2024_20_GM,150.9216797,-34.0061935,151.3252409,-33.7240792
Sydney_2024_21_GM,151.1968918,-33.88081487,151.2218002,-33.83271544
Sydney_2024_22_GM,150.5641863,-33.95571074,150.9503528,-33.72605965
Sydney_2024_23_GM,150.8343865,-34.10873029,151.2681029,-33.94032341
Sydney_2024_29_GM,150.76894,-33.74190118,150.9823836,-33.49243049
Sydney_2024_29_GM_CIR,150.76894,-33.74190118,150.9823836,-33.49243049
Sydney_2024_2_GM,150.4936274,-34.1137623,150.8585847,-34.02685547
Sydney_2024_32_GM,150.7687823,-33.67863258,150.9827382,-33.5867641
Sydney_2024_32_GM_CIR,150.7687823,-33.67863258,150.9827382,-33.5867641
Sydney_2024_36_GM,150.6308323,-33.74168505,151.145683,-33.42088144
Sydney_2024_36_GM_CIR,150.6308323,-33.74168505,151.145683,-33.42088144
Sydney_2024_39_GM,150.6348596,-33.43479418,150.9842046,-33.3921441
Sydney_2024_3_GM,150.5122679,-34.04246069,150.8613601,-33.98436483
Sydney_2024_41_GM,151.1153009,-33.73079134,151.3509855,-33.56289555
Sydney_2024_42_GM,150.766573,-33.95568088,150.9509397,-33.72872477
Sydney_2024_43_GM,151.1150552,-34.05612357,151.1680972,-33.70641598
Sydney_2024_43_GM_CIR,151.1150552,-34.05612357,151.1680972,-33.70641598
Sydney_2024_44_GM,151.1510727,-34.05606886,151.3289364,-33.70502211
Sydney_2024_44_GM_CIR,151.1510727,-34.05606886,151.3289364,-33.70502211
Sydney_2024_45_GM,150.8958033,-34.05577776,150.9998427,-33.70482003
Sydney_2024_45_GM_CIR,150.8958033,-34.05577776,150.9998427,-33.70482003
Sydney_2024_46_GM,150.9747088,-34.05666179,151.1507538,-33.7048464
Sydney_2024_46_GM_CIR,150.9747088,-34.05666179,151.1507538,-33.7048464
Sydney_2024_47_GM,150.7676746,-33.74689802,151.1369611,-33.49382477
Sydney_2024_48_GM,150.5724138,-33.95931123,150.790944,-33.72414007
Sydney_2024_4_GM,150.5676822,-33.95258498,150.7898736,-33.83316485
Sydney_2024_50_GM,150.5455728,-34.15981218,150.8589824,-34.02531506
Sydney_2024_51_GM,150.9875931,-34.1072606,151.1762449,-34.0372452
Sydney_2024_53_GM,151.1176645,-33.74310564,151.3461248,-33.56411226
Sydney_2024_54_GM,150.8362127,-34.10819601,151.0074991,-33.9412934
Sydney_2024_55_GM,150.6262964,-33.65654054,150.7918021,-33.50801393
Sydney_2024_56_GM,150.5896076,-33.67830005,150.7918021,-33.65166268
Sydney_2024_57_GM,150.6332175,-33.51339162,150.9829756,-33.39327766
Sydney_2024_58_GM,150.5453946,-34.15944402,150.8650957,-33.93670864
Sydney_2024_60_GM,150.7677185,-33.74290836,150.9758375,-33.49285639
Sydney_2024_61_GM,150.5697787,-33.96086558,150.7928407,-33.72131357
Sydney_2024_64_GM,151.1906185,-33.892663,151.2261817,-33.82529563
Sydney_2024_66_GM,150.7694797,-33.95344351,150.9476757,-33.73080325
Sydney_2024_67_GM,150.9564632,-33.74731115,151.3469295,-33.55841464
Sydney_2024_68_GM,150.9232253,-34.00471151,151.3086531,-33.80914948
Sydney_2024_69_GM,150.5876528,-33.7392643,150.7926213,-33.66931129
Sydney_2024_70_GM,150.9262349,-33.81554752,151.3242161,-33.72617956
Sydney_2024_71_GM,150.663356,-33.74128764,150.7905022,-33.50080722
Sydney_2024_72_GM,150.9893264,-34.10999441,151.2358612,-33.97126236
Sydney_2024_73_GM,150.5822767,-33.74307252,150.7434519,-33.49964838
Sydney_2024_74_GM,150.5457969,-34.16211931,150.8593124,-34.03114492
Sydney_2024_75_GM,150.5572967,-34.10183686,151.0077659,-33.93411533
Sydney_2024_76_GM,150.6259822,-33.5231493,150.9822933,-33.43706546
Sydney_2024_77_GM,150.6303338,-33.44546723,150.9809889,-33.39540889
Sydney_2024_7_GM,150.4976555,-34.15996723,150.8513346,-34.10157435
Sydney_2024_8_GM,150.7657919,-33.95207094,150.9428896,-33.9271923
Sydney_2024_8_GM_CIR,150.7657919,-33.95207094,150.9428896,-33.9271923
Sydney_2024_9_GM,150.7663614,-33.93026984,150.9476324,-33.72905966
Sydney_2024_9_GM_CIR,150.7663614,-33.93026984,150.9476324,-33.72905966
Tamworth_2024_1_GM,150.8218737,-31.18545933,150.9929545,-30.9887973
Tamworth_2024_1_GM_CIR,150.8218737,-31.18545933,150.9929545,-30.9887973
TweedHeads_2024_2_GM,153.352021,-28.42510854,153.5976706,-28.15061375
TweedHeads_2024_2_GM_CIR,153.352021,-28.42510854,153.5976706,-28.15061375
TweedHeads_2024_3_GM,153.3493315,-28.42475856,153.5957636,-28.15093092
Ulladulla_2024_1_GM,150.3823455,-35.46639964,150.5705627,-35.2207507
Ulladulla_2024_1_GM_CIR,150.3823455,-35.46639964,150.5705627,-35.2207507
Ulladulla_2024_2_GM,150.3610345,-35.459857,150.4920075,-35.22252538
Urana_2024_1_GM,146.2434398,-35.36559301,146.3045553,-35.29630764
Urana_2024_1_GM_CIR,146.2434398,-35.36559301,146.3045553,-35.29630764
WaggaWagga_2024_1_GM,147.2683032,-35.21330109,147.5027829,-35.03062377
Wollongong_2024_11_GM,150.7044328,-34.60438665,151.1654207,-34.08469909
Wollongong_2024_6_GM,150.627423,-34.58657575,151.0430258,-34.08464018
Wollongong_2024_7_GM,150.6880289,-34.60414825,151.1685983,-34.08562648
Wollongong_2024_7_GM_CIR,150.6880289,-34.60414825,151.1685983,-34.08562648
ARTC_A2I_2015_1_GM,146.8333084,-36.12662209,147.8633357,-34.73503003
ARTC_I2S_2015_1_GM,147.6342022,-34.87152152,147.9471599,-34.41887467
ARTC_S2P_2015_1_GM,147.7135306,-34.51892225,148.2118464,-33.0732135
Blue_Mountains_2015_GM_JPEG,150.1975725,-33.78692474,150.6635967,-33.43100278
Central_Coast_2015_GM_JPEG,151.1669454,-33.51073318,151.8576128,-32.73796093
Lower_Hunter_2015_GM_JPEG,151.1242784,-33.14149494,152.2104594,-32.5655734
Newcastle_2015_1_GM_JPEG,151.5460146,-32.96460085,151.900201,-32.77250256
Oberon_2015_1_GM,149.6075229,-34.13667705,150.1419257,-33.56360345
Sydney_2015_1_GM_JPEG,150.4148265,-34.16290913,151.3148123,-33.37585749
Sydney_2015_2_GM_JPEG,151.1796802,-33.89578901,151.2386715,-33.82283593
Tamworth2015_2015_1_GM,150.8291886,-31.18551646,151.0287417,-30.98677355
ARTC_N2N_Central_2014_1_GM,148.4647754,-31.58166454,149.7019281,-30.23576402
ARTC_N2N_North_2014_2_GM,148.9514635,-30.9162658,149.8581724,-30.22344567
ARTC_N2NS_North_2014_1_GM,149.9483505,-29.54485148,150.5176106,-28.90901553
ARTC_N2N_South_2014_1_GM,148.1260758,-32.34286865,148.6537574,-31.52523744
ARTC_N2NS_South_2014_2_GM,149.6804291,-30.37097565,150.5176117,-28.90901201
ARTC_NS2B_2014_1_GM,150.2390271,-28.95759788,150.935361,-28.53142465
ARTC_P2N_2014_1_GM,148.0704851,-33.28140549,148.274141,-32.17029936
BadgerysCreek_2014_GM,150.6824329,-33.95492306,150.792496,-33.86904059
Blacktown_2014_GM,150.8648154,-33.70944134,150.906872,-33.6896022
Blue_Mountains_2014_GM_JPEG,150.2086305,-33.77272066,150.6491729,-33.44924583
Central_Coast_2014_GM_JPEG,151.128075,-33.572585,151.857613,-32.738292
Illawarra_2014_GM_JPEG,150.6347415,-34.64738914,151.1787189,-34.08213677
Sydney_2014_GM_JPEG,150.4258982,-34.17814191,151.3513099,-33.35033009
ARTC_N2N_Central_2017_1_GM,148.4300124,-31.54522084,148.6806778,-31.25426166
ARTC_N2N_North_2017_1_GM,149.0396539,-30.88773915,149.767766,-30.34306652
ARTC_N2NS_North_2017_1_GM,149.9653087,-29.40508627,150.3950045,-28.91169539
ARTC_N2N_South_2017_1_GM,148.2421713,-32.28744471,148.5714852,-31.62550797
ARTC_N2NS_South_2017_1_GM,149.781261,-30.30538451,149.9677627,-29.39436145
ARTC_P2N_2017_1_GM,148.0668194,-33.15035657,148.241803,-32.19336175
Ashford_2017_1_GM_JPEG,151.0733655,-29.35356753,151.1129945,-29.28923597
Bingara_2017_1_GM_JPEG,150.5229231,-29.88591487,150.6060126,-29.84632763
Boggabri_2017_1_GM_JPEG,149.9332261,-30.72229494,150.4864943,-30.5066028
Boggabri_2017_3_GM_CIR,149.9332261,-30.72229494,150.4864943,-30.5066028
Chaffey_Dam_2017_1_GM,151.0961149,-31.40542657,151.1607806,-31.32334541
Denman_2017_GM_JPEG,150.6615941,-32.40451022,150.7166067,-32.37437045
Inverell_2017_1_GM_JPEG,150.9989087,-29.92146083,151.1889527,-29.71478655
Muswellbrook_2017_GM_JPEG,150.7671956,-32.32380981,150.9504918,-32.20170716
Muswellbrook_Shire_2017_GM_JPEG,150.1910859,-32.85296678,151.1964166,-32.11527931
Newcastle_2017_1_GM_JPEG,151.5772135,-32.98200487,151.8467054,-32.72813821
Newcastle_2017_2_GM_JPEG,151.7485921,-32.93739059,151.8075891,-32.91048991
Newcastle_2017_3_GM_JPEG,151.588195,-32.96418291,151.8249961,-32.74617442
SandyHollow_2017_GM_JPEG,150.5453083,-32.35301857,150.5881427,-32.31742251
Sydney_2017_1_GM_JPEG,151.1402921,-33.93230838,151.3148129,-33.7873002
Tamworth_2017_2_GM,150.8262023,-31.18487857,151.0903573,-30.98623954
Warialda_2017_1_GM_JPEG,150.5395004,-29.55722915,150.6081395,-29.52151311
ARTC_N2N_Priority1_2010_1_GM,147.6349097,-32.03715291,148.190244,-31.55346325
ARTC_N2N_Priority1CIR_2010_1_GM,147.6349097,-32.03715291,148.190244,-31.55346325
ARTC_N2N_Priority2_2010_1_GM,147.9536335,-32.26064059,148.4316995,-31.85677661
ARTC_N2N_Priority2CIR_2010_1_GM,147.9536335,-32.26064059,148.4316995,-31.85677661
Bendemeer_2010_1_GM,151.1278436,-30.91861953,151.1833289,-30.82884374
Central_Coast_2010_GM_JPEG,150.978375,-33.59061638,152.2110146,-32.56557339
SplitRockDam_2010_1_GM,150.5739599,-30.60471286,150.7302007,-30.3675641
Tamworth2010_2010_1_GM,150.8909104,-31.14504255,150.9668912,-31.02724197
ARTC_N2NS_SP2_GwydirMeehi_2011_1_GM,149.5717503,-29.79749049,150.4898807,-29.34491935
Dubbo_2011_1_GM_JPEG,148.5475333,-32.29407288,148.6736291,-32.17586096
Sydney_2011_GM,150.1033832,-34.17819396,151.3513462,-33.4490242
ARTC_N2NS_SP2_Moree_2012_1_GM,149.7068954,-29.53001364,149.9388864,-29.37640779
Barraba_2008_1_GM,150.5850655,-30.40443006,150.6235157,-30.36226886
Chaffey_2008_1_GM,151.3435773,-31.41719984,151.3626549,-31.37818205
Manilla_2008_1_GM,150.6960183,-30.77386517,150.749314,-30.72630116
Nundle_2008_1_GM,151.1083628,-31.48643593,151.1501872,-31.32805911
Tamworth_2008_1_GM,150.8155036,-31.14395114,150.9961744,-31.00517377
Barraba_2016_1_GM,150.5825154,-30.40799128,150.6302391,-30.36004154
Blue_Mountains_2016_GM_JPEG,150.1039304,-33.76542862,150.5991711,-33.44133328
Central_Coast_2016_GM_JPEG,151.1171267,-33.56371367,151.8356761,-32.78224667
Illawarra_2016_GM_JPEG,150.5881945,-34.79889606,150.9565396,-34.29629662
Manilla_2016_1_GM,150.6985051,-30.77736193,150.7466891,-30.72228366
Nundle_2016_1_GM,151.1056516,-31.48893312,151.1535263,-31.44255398
Sydney_2016_1_GM_JPEG,150.9468015,-34.30586848,151.3513375,-33.44426307
Sydney_2016_2_GM_JPEG,150.5927828,-33.74723055,151.1601443,-33.36864864
Sydney_2016_3_GM_JPEG,150.4315291,-34.33554978,150.9595807,-33.74062071
Tamworth_2016_2_GM,150.8290789,-31.18555255,151.0292391,-30.98717523
Wollongong_2016_1_GM_CIR,150.6238557,-34.56664763,151.080795,-34.11111404
Blue_Mountains_2007_GM_JPEG,150.1633603,-33.81022143,150.6904686,-33.44445219
Central_Coast_2007_GM_JPEG,151.1280748,-33.59061638,152.1891222,-32.58020481
Sydney_2007_GM_JPEG,150.5779357,-34.17776211,151.3505707,-33.55254869
Illawarra_1948_GM_JPEG,150.6079441,-34.57895381,151.0747386,-34.12133308
Illawarra_1961_GM_JPEG,150.7433146,-34.67336251,151.0125226,-34.17146395
Sydney_1961_GM_JPEG,151.1400553,-33.9037138,151.2157361,-33.84955998
Lithgow_2009_GM_JPEG,150.0851185,-33.53075992,150.2638956,-33.38233842
Sydney_2009_GM_JPEG,150.5771695,-34.17819393,151.3513461,-33.52539591
Sydney_1943_1_GM_JPEG,150.2119714,-34.1700773,151.3266469,-33.55289463
Sydney_1982_GM_JPEG,151.1513234,-33.89513664,151.2160725,-33.83173295
Sydney_2000_1_GM_JPEG,150.6569113,-34.03984776,151.3171343,-33.6527775
Sydney_2005_GM,150.5784426,-34.19734253,151.3511756,-33.36882315
